"","id","partner","age","age_o","goal","date","go_out","int_corr","length","met","like","prob","match"
"2277",8,13,30,27,"3",6,"3",0.46,"1","0",5,2,"0"
"2278",8,14,30,27,"3",6,"3",0.77,"1","0",6,5,"0"
"2279",8,15,30,30,"3",6,"3",0.65,"1","0",6,6,"0"
"2280",8,16,30,28,"3",6,"3",-0.09,"1","0",7,4,"0"
"2281",9,1,26,24,"5",5,"2",-0.21,"3","0",5,2,"0"
"2282",9,2,26,33,"5",5,"2",0.22,"3","0",5,2,"0"
"2283",9,3,26,23,"5",5,"2",0.53,"3","0",8,4,"0"
"2284",9,4,26,24,"5",5,"2",0.04,"3","0",5,4,"0"
"2285",9,5,26,36,"5",5,"2",0.24,"3","0",7,2,"0"
"2286",9,6,26,26,"5",5,"2",0.19,"3","1",8,2,"1"
"2287",9,7,26,27,"5",5,"2",0.09,"3","1",8,2,"0"
"2288",9,8,26,28,"5",5,"2",0.17,"3","0",7,4,"1"
"2289",9,9,26,31,"5",5,"2",0.47,"3","0",7,7,"0"
"2290",9,10,26,28,"5",5,"2",0.49,"3","0",NA,NA,"0"
"2291",9,11,26,27,"5",5,"2",0.28,"3","0",7,4,"0"
"2292",9,12,26,28,"5",5,"2",0.49,"3","0",5,2,"0"
"2293",9,13,26,27,"5",5,"2",0.52,"3","1",7,5,"1"
"2294",9,14,26,27,"5",5,"2",0.44,"3","1",7,2,"0"
"2295",9,15,26,30,"5",5,"2",0.28,"3","1",7,2,"0"
"2296",9,16,26,28,"5",5,"2",0.36,"3","0",8,3,"0"
"2297",10,1,23,24,"2",6,"2",-0.63,"1","0",6,4,"1"
"2298",10,2,23,33,"2",6,"2",0.13,"1","0",3,4,"0"
"2299",10,3,23,23,"2",6,"2",0.38,"1","0",3,3,"0"
"2300",10,4,23,24,"2",6,"2",-0.2,"1","0",3,5,"0"
"2301",10,5,23,36,"2",6,"2",0.04,"1","0",3,1,"0"
"2302",10,6,23,26,"2",6,"2",0.36,"1","0",5,5,"0"
"2303",10,7,23,27,"2",6,"2",0.14,"1","0",5,4,"0"
"2304",10,8,23,28,"2",6,"2",0.26,"1","0",7,5,"0"
"2305",10,9,23,31,"2",6,"2",0.39,"1","0",6,5,"1"
"2306",10,10,23,28,"2",6,"2",0.19,"1","0",7,4,"0"
"2307",10,11,23,27,"2",6,"2",-0.17,"1","0",7,5,"1"
"2308",10,12,23,28,"2",6,"2",0.05,"1","0",4,2,"0"
"2309",10,13,23,27,"2",6,"2",0.71,"1","0",6,5,"0"
"2310",10,14,23,27,"2",6,"2",0.13,"1","0",6,4,"0"
"2311",10,15,23,30,"2",6,"2",-0.05,"1","0",6,4,"0"
"2312",10,16,23,28,"2",6,"2",0.6,"1","0",6,4,"0"
"2313",11,1,23,24,"1",4,"2",-0.5,NA,"0",8,9,"1"
"2314",11,2,23,33,"1",4,"2",0.33,NA,"0",6,6,"0"
"2315",11,3,23,23,"1",4,"2",0.03,NA,"1",7,7,"0"
"2316",11,4,23,24,"1",4,"2",0.11,NA,"0",7,7,"0"
"2317",11,5,23,36,"1",4,"2",0.13,NA,"0",4,2,"0"
"2318",11,6,23,26,"1",4,"2",0.38,NA,"0",5,6,"0"
"2319",11,7,23,27,"1",4,"2",0.31,NA,"0",7,6,"0"
"2320",11,8,23,28,"1",4,"2",0.13,NA,"0",6,5,"0"
"2321",11,9,23,31,"1",4,"2",0.4,NA,"0",7,7,"0"
"2322",11,10,23,28,"1",4,"2",0.36,NA,"0",8,8,"0"
"2323",11,11,23,27,"1",4,"2",0.22,NA,"0",7,7,"0"
"2324",11,12,23,28,"1",4,"2",0.2,NA,"0",6,7,"0"
"2325",11,13,23,27,"1",4,"2",0.48,NA,"0",9,9,"0"
"2326",11,14,23,27,"1",4,"2",0.25,NA,"0",7,7,"0"
"2327",11,15,23,30,"1",4,"2",-0.01,NA,"0",6,8,"0"
"2328",11,16,23,28,"1",4,"2",0.29,NA,"0",9,9,"0"
"2329",12,1,28,24,"2",6,"2",-0.59,"1","0",8,7,"1"
"2330",12,2,28,33,"2",6,"2",0.27,"1","0",7,7,"0"
"2331",12,3,28,23,"2",6,"2",0.55,"1","1",8,7,"0"
"2332",12,4,28,24,"2",6,"2",-0.11,"1","1",8,8,"0"
"2333",12,5,28,36,"2",6,"2",0.01,"1","0",7,7,"0"
"2334",12,6,28,26,"2",6,"2",0.37,"1","0",9,9,"1"
"2335",12,7,28,27,"2",6,"2",0.08,"1","0",9,8,"1"
"2336",12,8,28,28,"2",6,"2",0.45,"1","0",9,8,"0"
"2337",12,9,28,31,"2",6,"2",0.3,"1","0",8,7,"0"
"2338",12,10,28,28,"2",6,"2",0.47,"1","0",9,8,"0"
"2339",12,11,28,27,"2",6,"2",0.07,"1","0",8,8,"0"
"2340",12,12,28,28,"2",6,"2",0.12,"1","0",8,8,"0"
"2341",12,13,28,27,"2",6,"2",0.6,"1","0",10,9,"1"
"2342",12,14,28,27,"2",6,"2",0.23,"1","0",8,9,"0"
"2343",12,15,28,30,"2",6,"2",-0.05,"1","0",8,8,"0"
"2344",12,16,28,28,"2",6,"2",0.61,"1","0",9,8,"1"
"2345",13,1,28,24,"1",5,"3",-0.27,"1","0",7,6,"0"
"2346",13,2,28,33,"1",5,"3",0.55,"1","0",4,4,"0"
"2347",13,3,28,23,"1",5,"3",-0.06,"1",NA,NA,NA,"0"
"2348",13,4,28,24,"1",5,"3",0.7,"1","0",6,5,"0"
"2349",13,5,28,36,"1",5,"3",0.74,"1","0",5,5,"0"
"2350",13,6,28,26,"1",5,"3",0.43,"1","0",6,6,"0"
"2351",13,7,28,27,"1",5,"3",0.74,"1","0",6,5,"0"
"2352",13,8,28,28,"1",5,"3",0.32,"1","0",6,5,"0"
"2353",13,9,28,31,"1",5,"3",0.15,"1","0",6,5,"0"
"2354",13,10,28,28,"1",5,"3",0.67,"1","0",7,6,"0"
"2355",13,11,28,27,"1",5,"3",0.63,"1","0",4,3,"0"
"2356",13,12,28,28,"1",5,"3",0.36,"1","0",6,5,"0"
"2357",13,13,28,27,"1",5,"3",0.25,"1","0",6,5,"0"
"2358",13,14,28,27,"1",5,"3",0.85,"1","0",6,6,"0"
"2359",13,15,28,30,"1",5,"3",0.75,"1","0",6,5,"0"
"2360",13,16,28,28,"1",5,"3",-0.12,"1","0",5,6,"0"
"2361",14,1,29,24,"1",4,"2",-0.36,"1","0",7,7,"1"
"2362",14,2,29,33,"1",4,"2",0.34,"1","0",6,7,"0"
"2363",14,3,29,23,"1",4,"2",0.45,"1","0",8,9,"0"
"2364",14,4,29,24,"1",4,"2",0.38,"1","0",6,6,"0"
"2365",14,5,29,36,"1",4,"2",0.55,"1","0",8,7,"0"
"2366",14,6,29,26,"1",4,"2",0.54,"1","0",9,8,"0"
"2367",14,7,29,27,"1",4,"2",0.42,"1","0",8,6,"0"
"2368",14,8,29,28,"1",4,"2",0.52,"1","0",9,8,"1"
"2369",14,9,29,31,"1",4,"2",0.46,"1","0",7,5,"0"
"2370",14,10,29,28,"1",4,"2",0.33,"1","0",8,7,"0"
"2371",14,11,29,27,"1",4,"2",0.46,"1","0",7,6,"0"
"2372",14,12,29,28,"1",4,"2",0.78,"1","0",6,7,"1"
"2373",14,13,29,27,"1",4,"2",0.53,"1","0",8,9,"1"
"2374",14,14,29,27,"1",4,"2",0.52,"1","0",8,4,"0"
"2375",14,15,29,30,"1",4,"2",0.19,"1","0",6,5,"0"
"2376",14,16,29,28,"1",4,"2",0.51,"1","0",9,6,"0"
"2377",15,1,27,24,"1",3,"1",0.04,"1","0",6,6,"1"
"2378",15,2,27,33,"1",3,"1",-0.01,"1","0",1,5,"0"
"2379",15,3,27,23,"1",3,"1",0.52,"1","0",4,5,"0"
"2380",15,4,27,24,"1",3,"1",-0.25,"1","0",3,7,"0"
"2381",15,5,27,36,"1",3,"1",-0.29,"1","0",1,NA,"0"
"2382",15,6,27,26,"1",3,"1",0.01,"1","1",8,5,"1"
"2383",15,7,27,27,"1",3,"1",-0.36,"1","1",6,3,"0"
"2384",15,8,27,28,"1",3,"1",-0.09,"1","0",6,6,"1"
"2385",15,9,27,31,"1",3,"1",0.27,"1","0",3,9,"0"
"2386",15,10,27,28,"1",3,"1",0,"1","0",6,4,"0"
"2387",15,11,27,27,"1",3,"1",0.02,"1","0",6,7,"0"
"2388",15,12,27,28,"1",3,"1",0.29,"1","0",4,5,"0"
"2389",15,13,27,27,"1",3,"1",0.28,"1","1",6,5,"1"
"2390",15,14,27,27,"1",3,"1",-0.03,"1","0",5,5,"0"
"2391",15,15,27,30,"1",3,"1",-0.08,"1","0",7,6,"1"
"2392",15,16,27,28,"1",3,"1",0.36,"1","1",8,4,"0"
"2393",16,1,22,24,"1",4,"1",-0.21,"3","0",7,5,"1"
"2394",16,2,22,33,"1",4,"1",-0.03,"3","0",3,3,"0"
"2395",16,3,22,23,"1",4,"1",0.72,"3","0",4,4,"0"
"2396",16,4,22,24,"1",4,"1",-0.5,"3","0",4,4,"0"
"2397",16,5,22,36,"1",4,"1",-0.21,"3","0",4,3,"0"
"2398",16,6,22,26,"1",4,"1",0.03,"3","0",4,4,"0"
"2399",16,7,22,27,"1",4,"1",-0.34,"3","0",5,4,"0"
"2400",16,8,22,28,"1",4,"1",0.15,"3","0",8,6,"1"
"2401",16,9,22,31,"1",4,"1",0.39,"3","0",6,4,"0"
"2402",16,10,22,28,"1",4,"1",0.09,"3","0",8,6,"1"
"2403",16,11,22,27,"1",4,"1",-0.15,"3","0",5,3,"0"
"2404",16,12,22,28,"1",4,"1",0.12,"3","0",5,3,"0"
"2405",16,13,22,27,"1",4,"1",0.54,"3","0",7,4,"1"
"2406",16,14,22,27,"1",4,"1",-0.13,"3","0",6,5,"0"
"2407",16,15,22,30,"1",4,"1",-0.15,"3","0",6,5,"1"
"2408",16,16,22,28,"1",4,"1",0.49,"3","0",7,6,"0"
"2409",1,1,29,34,"4",5,"3",0.34,"1","1",6,6,"1"
"2410",1,2,29,25,"4",5,"3",0.48,"1","1",5,5,"0"
"2411",1,3,29,24,"4",5,"3",0.35,"1","1",6,6,"0"
"2412",1,4,29,26,"4",5,"3",0.71,"1","1",7,8,"1"
"2413",1,5,29,21,"4",5,"3",0.51,"1","1",7,7,"0"
"2414",1,6,29,27,"4",5,"3",0.22,"1","1",7,7,"0"
"2415",1,7,29,25,"4",5,"3",0.21,"1","1",6,8,"0"
"2416",1,8,29,28,"4",5,"3",0.32,"1","1",6,8,"0"
"2417",1,9,29,24,"4",5,"3",-0.03,"1","1",7,8,"0"
"2418",1,10,29,25,"4",5,"3",0.37,"1","1",7,8,"0"
"2419",2,1,23,34,"2",3,"1",0.41,"3","1",6,6,"0"
"2420",2,2,23,25,"2",3,"1",0.56,"3","1",2,7,"0"
"2421",2,3,23,24,"2",3,"1",0.48,"3","1",4,7,"0"
"2422",2,4,23,26,"2",3,"1",0.45,"3","1",4,5,"0"
"2423",2,5,23,21,"2",3,"1",0.43,"3","1",5,6,"1"
"2424",2,6,23,27,"2",3,"1",0.1,"3","1",7,7,"0"
"2425",2,7,23,25,"2",3,"1",0.05,"3","1",7,7,"1"
"2426",2,8,23,28,"2",3,"1",0.65,"3","1",8,8,"0"
"2427",2,9,23,24,"2",3,"1",0.05,"3","1",7,5,"0"
"2428",2,10,23,25,"2",3,"1",0.39,"3","1",4,7,"1"
"2429",3,1,28,34,"2",6,"3",0.48,"3","1",6,3,"1"
"2430",3,2,28,25,"2",6,"3",0.16,"3","1",6,2,"0"
"2431",3,3,28,24,"2",6,"3",0.5,"3","1",7,5,"1"
"2432",3,4,28,26,"2",6,"3",0.44,"3","1",2,1,"0"
"2433",3,5,28,21,"2",6,"3",0.43,"3","1",4,2,"0"
"2434",3,6,28,27,"2",6,"3",-0.05,"3","1",5,1,"0"
"2435",3,7,28,25,"2",6,"3",-0.34,"3","1",7,2,"0"
"2436",3,8,28,28,"2",6,"3",0.32,"3","1",5,5,"1"
"2437",3,9,28,24,"2",6,"3",-0.47,"3","1",7,4,"0"
"2438",3,10,28,25,"2",6,"3",0.4,"3","1",7,5,"0"
"2439",4,1,22,34,"2",5,"2",0.07,"3","1",6,5,"0"
"2440",4,2,22,25,"2",5,"2",0.31,"3","1",2,2,"0"
"2441",4,3,22,24,"2",5,"2",-0.06,"3","1",3,5,"0"
"2442",4,4,22,26,"2",5,"2",0.14,"3","1",4,5,"0"
"2443",4,5,22,21,"2",5,"2",-0.13,"3","1",3,5,"0"
"2444",4,6,22,27,"2",5,"2",0.05,"3","1",5,4,"0"
"2445",4,7,22,25,"2",5,"2",-0.03,"3","1",7,5,"0"
"2446",4,8,22,28,"2",5,"2",0.14,"3","1",7,6,"0"
"2447",4,9,22,24,"2",5,"2",0.07,"3","1",7,6,"0"
"2448",4,10,22,25,"2",5,"2",0.58,"3","1",6,5,"0"
"2449",5,1,35,34,"2",4,"2",0.64,"3","1",7,2,"0"
"2450",5,2,35,25,"2",4,"2",0.4,"3","1",5,6,"0"
"2451",5,3,35,24,"2",4,"2",0.51,"3","1",6,7,"1"
"2452",5,4,35,26,"2",4,"2",0.41,"3","1",4,5,"0"
"2453",5,5,35,21,"2",4,"2",0.41,"3","1",5,6,"0"
"2454",5,6,35,27,"2",4,"2",-0.02,"3","1",6,6,"0"
"2455",5,7,35,25,"2",4,"2",0.01,"3","1",6,5,"0"
"2456",5,8,35,28,"2",4,"2",0.51,"3","1",7,7,"0"
"2457",5,9,35,24,"2",4,"2",-0.11,"3","1",5,4,"0"
"2458",5,10,35,25,"2",4,"2",0.27,"3","1",8,8,"0"
"2459",6,1,30,34,"1",6,"3",0.38,"1","1",2,5,"0"
"2460",6,2,30,25,"1",6,"3",0.41,"1","1",2,5,"0"
"2461",6,3,30,24,"1",6,"3",0.36,"1","1",3,5,"0"
"2462",6,4,30,26,"1",6,"3",0.41,"1","1",3,5,"0"
"2463",6,5,30,21,"1",6,"3",0.46,"1","1",3,5,"0"
"2464",6,6,30,27,"1",6,"3",0.13,"1","1",5,5,"0"
"2465",6,7,30,25,"1",6,"3",0.22,"1","1",7,7,"1"
"2466",6,8,30,28,"1",6,"3",0.45,"1","1",4,5,"0"
"2467",6,9,30,24,"1",6,"3",-0.02,"1","1",4,5,"0"
"2468",6,10,30,25,"1",6,"3",0.41,"1","1",5,5,"0"
"2469",7,1,24,34,"6",4,"2",0.24,"1","1",8,8,"1"
"2470",7,2,24,25,"6",4,"2",0.16,"1","1",3,3,"0"
"2471",7,3,24,24,"6",4,"2",0.34,"1","1",7,7,"0"
"2472",7,4,24,26,"6",4,"2",-0.4,"1","1",5,5,"0"
"2473",7,5,24,21,"6",4,"2",-0.07,"1","1",7,7,"0"
"2474",7,6,24,27,"6",4,"2",-0.27,"1","1",6,6,"0"
"2475",7,7,24,25,"6",4,"2",0.13,"1","1",7,7,"0"
"2476",7,8,24,28,"6",4,"2",0.13,"1","1",7,7,"0"
"2477",7,9,24,24,"6",4,"2",0.02,"1","1",8,7,"1"
"2478",7,10,24,25,"6",4,"2",0.15,"1","1",6,6,"0"
"2479",8,1,22,34,"1",5,"5",0.43,"1","1",7,7,"0"
"2480",8,2,22,25,"1",5,"5",0.62,"1","1",6,6,"1"
"2481",8,3,22,24,"1",5,"5",0.44,"1","1",7,7,"1"
"2482",8,4,22,26,"1",5,"5",0.38,"1","1",4,3,"0"
"2483",8,5,22,21,"1",5,"5",0.4,"1","1",4,4,"0"
"2484",8,6,22,27,"1",5,"5",-0.22,"1","1",4,4,"0"
"2485",8,7,22,25,"1",5,"5",-0.18,"1","1",4,4,"1"
"2486",8,8,22,28,"1",5,"5",0.16,"1","1",6,5,"1"
"2487",8,9,22,24,"1",5,"5",-0.3,"1","1",6,5,"0"
"2488",8,10,22,25,"1",5,"5",0.54,"1","1",8,7,"1"
"2489",9,1,22,34,"1",4,"3",-0.34,"1","1",8,6,"0"
"2490",9,2,22,25,"1",4,"3",0.42,"1","1",6,6,"0"
"2491",9,3,22,24,"1",4,"3",0.56,"1","1",8,6,"0"
"2492",9,4,22,26,"1",4,"3",0.07,"1","1",9,8,"0"
"2493",9,5,22,21,"1",4,"3",0.1,"1","1",10,6,"0"
"2494",9,6,22,27,"1",4,"3",-0.22,"1","1",6,6,"0"
"2495",9,7,22,25,"1",4,"3",0.01,"1","1",8,6,"0"
"2496",9,8,22,28,"1",4,"3",-0.12,"1",NA,9,6,"0"
"2497",9,9,22,24,"1",4,"3",0.33,"1","1",9,6,"0"
"2498",9,10,22,25,"1",4,"3",0.53,"1","1",8,6,"0"
"2499",10,1,24,34,"1",7,"3",0.28,"3","1",7,9,"1"
"2500",10,2,24,25,"1",7,"3",-0.01,"3","1",7,5,"0"
"2501",10,3,24,24,"1",7,"3",0.4,"3","1",8,5,"0"
"2502",10,4,24,26,"1",7,"3",-0.13,"3","1",6,5,"0"
"2503",10,5,24,21,"1",7,"3",0.31,"3","1",5,5,"0"
"2504",10,6,24,27,"1",7,"3",0.05,"3","1",5,6,"0"
"2505",10,7,24,25,"1",7,"3",0.24,"3","1",9,5,"0"
"2506",10,8,24,28,"1",7,"3",0.43,"3","1",7,6,"0"
"2507",10,9,24,24,"1",7,"3",0.32,"3","1",8,6,"0"
"2508",10,10,24,25,"1",7,"3",-0.38,"3","1",8,5,"0"
"2509",1,1,34,29,"2",4,"2",0.34,"3","1",7,7,"1"
"2510",1,2,34,23,"2",4,"2",0.41,"3","1",5,9,"0"
"2511",1,3,34,28,"2",4,"2",0.48,"3","1",9,7,"1"
"2512",1,4,34,22,"2",4,"2",0.07,"3","1",9,8,"0"
"2513",1,5,34,35,"2",4,"2",0.64,"3","1",8,6,"0"
"2514",1,6,34,30,"2",4,"2",0.38,"3","1",8,5,"0"
"2515",1,7,34,24,"2",4,"2",0.24,"3","1",6,6,"1"
"2516",1,8,34,22,"2",4,"2",0.43,"3","1",9,6,"0"
"2517",1,9,34,22,"2",4,"2",-0.34,"3","1",7,5,"0"
"2518",1,10,34,24,"2",4,"2",0.28,"3","1",10,7,"1"
"2519",2,1,25,29,"1",7,"4",0.48,"3","1",7,9,"0"
"2520",2,2,25,23,"1",7,"4",0.56,"3","1",2,6,"0"
"2521",2,3,25,28,"1",7,"4",0.16,"3","1",2,8,"0"
"2522",2,4,25,22,"1",7,"4",0.31,"3","1",6,10,"0"
"2523",2,5,25,35,"1",7,"4",0.4,"3","1",7,9,"0"
"2524",2,6,25,30,"1",7,"4",0.41,"3","1",10,10,"0"
"2525",2,7,25,24,"1",7,"4",0.16,"3","1",9,10,"0"
"2526",2,8,25,22,"1",7,"4",0.62,"3","1",9,10,"1"
"2527",2,9,25,22,"1",7,"4",0.42,"3","1",9,9,"0"
"2528",2,10,25,24,"1",7,"4",-0.01,"3","1",6,10,"0"
"2529",3,1,24,29,"1",7,"3",0.35,"3","1",5,3,"0"
"2530",3,2,24,23,"1",7,"3",0.48,"3","1",6,5,"0"
"2531",3,3,24,28,"1",7,"3",0.5,"3","1",7,6,"1"
"2532",3,4,24,22,"1",7,"3",-0.06,"3","1",4,2,"0"
"2533",3,5,24,35,"1",7,"3",0.51,"3","1",3,3,"1"
"2534",3,6,24,30,"1",7,"3",0.36,"3","1",6,6,"0"
"2535",3,7,24,24,"1",7,"3",0.34,"3","1",6,6,"0"
"2536",3,8,24,22,"1",7,"3",0.44,"3","1",5,4,"1"
"2537",3,9,24,22,"1",7,"3",0.56,"3","1",4,3,"0"
"2538",3,10,24,24,"1",7,"3",0.4,"3","1",4,3,"0"
"2539",4,1,26,29,"2",4,"1",0.71,"3","1",5,9,"1"
"2540",4,2,26,23,"2",4,"1",0.45,"3","1",3,2,"0"
"2541",4,3,26,28,"2",4,"1",0.44,"3",NA,NA,NA,"0"
"2542",4,4,26,22,"2",4,"1",0.14,"3","1",5,9,"0"
"2543",4,5,26,35,"2",4,"1",0.41,"3",NA,NA,NA,"0"
"2544",4,6,26,30,"2",4,"1",0.41,"3","1",7,9,"0"
"2545",4,7,26,24,"2",4,"1",-0.4,"3","1",7,9,"0"
"2546",4,8,26,22,"2",4,"1",0.38,"3",NA,NA,NA,"0"
"2547",4,9,26,22,"2",4,"1",0.07,"3","1",5,6,"0"
"2548",4,10,26,24,"2",4,"1",-0.13,"3","1",1,2,"0"
"2549",5,1,21,29,"2",3,"1",0.51,"1","1",2,1,"0"
"2550",5,2,21,23,"2",3,"1",0.43,"1","1",4,2,"1"
"2551",5,3,21,28,"2",3,"1",0.43,"1","1",4,2,"0"
"2552",5,4,21,22,"2",3,"1",-0.13,"1","1",2,1,"0"
"2553",5,5,21,35,"2",3,"1",0.41,"1","1",3,1,"0"
"2554",5,6,21,30,"2",3,"1",0.46,"1","1",3,1,"0"
"2555",5,7,21,24,"2",3,"1",-0.07,"1","1",6,2,"0"
"2556",5,8,21,22,"2",3,"1",0.4,"1","1",3,2,"0"
"2557",5,9,21,22,"2",3,"1",0.1,"1","1",2,1,"0"
"2558",5,10,21,24,"2",3,"1",0.31,"1","1",3,1,"0"
"2559",6,1,27,29,"1",6,"2",0.22,"3","1",5,7,"0"
"2560",6,2,27,23,"1",6,"2",0.1,"3","1",6,2,"0"
"2561",6,3,27,28,"1",6,"2",-0.05,"3","1",7,2,"0"
"2562",6,4,27,22,"1",6,"2",0.05,"3","1",5,7,"0"
"2563",6,5,27,35,"1",6,"2",-0.02,"3","1",6,5,"0"
"2564",6,6,27,30,"1",6,"2",0.13,"3","1",8,7,"0"
"2565",6,7,27,24,"1",6,"2",-0.27,"3","1",6,7,"0"
"2566",6,8,27,22,"1",6,"2",-0.22,"3","1",6,7,"0"
"2567",6,9,27,22,"1",6,"2",-0.22,"3","1",6,7,"0"
"2568",6,10,27,24,"1",6,"2",0.05,"3","1",7,7,"0"
"2569",7,1,25,29,"2",7,"3",0.21,"3","1",4,6,"0"
"2570",7,2,25,23,"2",7,"3",0.05,"3","1",7,5,"1"
"2571",7,3,25,28,"2",7,"3",-0.34,"3",NA,7,5,"0"
"2572",7,4,25,22,"2",7,"3",-0.03,"3","1",4,5,"0"
"2573",7,5,25,35,"2",7,"3",0.01,"3","1",5,5,"0"
"2574",7,6,25,30,"2",7,"3",0.22,"3","1",9,5,"1"
"2575",7,7,25,24,"2",7,"3",0.13,"3","1",6,4,"0"
"2576",7,8,25,22,"2",7,"3",-0.18,"3","1",7,6,"1"
"2577",7,9,25,22,"2",7,"3",0.01,"3","1",6,4,"0"
"2578",7,10,25,24,"2",7,"3",0.24,"3","1",6,6,"0"
"2579",8,1,28,29,"5",4,"2",0.32,"3","1",5,6,"0"
"2580",8,2,28,23,"5",4,"2",0.65,"3","1",5,7,"0"
"2581",8,3,28,28,"5",4,"2",0.32,"3","1",6,7,"1"
"2582",8,4,28,22,"5",4,"2",0.14,"3","1",5,6,"0"
"2583",8,5,28,35,"5",4,"2",0.51,"3","1",6,7,"0"
"2584",8,6,28,30,"5",4,"2",0.45,"3","1",7,6,"0"
"2585",8,7,28,24,"5",4,"2",0.13,"3","1",6,7,"0"
"2586",8,8,28,22,"5",4,"2",0.16,"3","1",7,7,"1"
"2587",8,9,28,22,"5",4,"2",-0.12,"3","1",6,5,"0"
"2588",8,10,28,24,"5",4,"2",0.43,"3","1",5,6,"0"
"2589",9,1,24,29,"1",6,"2",-0.03,NA,"1",4,5,"0"
"2590",9,2,24,23,"1",6,"2",0.05,NA,"1",6,9,"0"
"2591",9,3,24,28,"1",6,"2",-0.47,NA,"1",5,2,"0"
"2592",9,4,24,22,"1",6,"2",0.07,NA,"1",6,8,"0"
"2593",9,5,24,35,"1",6,"2",-0.11,NA,"1",5,4,"0"
"2594",9,6,24,30,"1",6,"2",-0.02,NA,"1",7,9,"0"
"2595",9,7,24,24,"1",6,"2",0.02,NA,"1",7,7,"1"
"2596",9,8,24,22,"1",6,"2",-0.3,NA,"1",3,2,"0"
"2597",9,9,24,22,"1",6,"2",0.33,NA,"1",5,4,"0"
"2598",9,10,24,24,"1",6,"2",0.32,NA,"1",6,6,"0"
"2599",10,1,25,29,"1",6,"2",0.37,"3","1",7,6,"0"
"2600",10,2,25,23,"1",6,"2",0.39,"3","1",8,8,"1"
"2601",10,3,25,28,"1",6,"2",0.4,"3","1",5,7,"0"
"2602",10,4,25,22,"1",6,"2",0.58,"3","1",8,7,"0"
"2603",10,5,25,35,"1",6,"2",0.27,"3","1",8,8,"0"
"2604",10,6,25,30,"1",6,"2",0.41,"3","1",9,6,"0"
"2605",10,7,25,24,"1",6,"2",0.15,"3","1",8,7,"0"
"2606",10,8,25,22,"1",6,"2",0.54,"3","1",8,7,"1"
"2607",10,9,25,22,"1",6,"2",0.53,"3","1",8,8,"0"
"2608",10,10,25,24,"1",6,"2",-0.38,"3","1",7,6,"0"
"2609",1,1,24,23,"3",3,"2",-0.22,"1","1",7,5,"0"
"2610",1,2,24,26,"3",3,"2",0.74,"1","1",8,6,"0"
"2611",1,3,24,27,"3",3,"2",0.34,"1","1",5,5,"0"
"2612",1,4,24,26,"3",3,"2",-0.43,"1","1",6,5,"0"
"2613",1,5,24,24,"3",3,"2",-0.29,"1","1",6,4,"0"
"2614",1,6,24,26,"3",3,"2",-0.03,"1","1",6,6,"0"
"2615",1,7,24,25,"3",3,"2",-0.22,"1","1",7,7,"0"
"2616",1,8,24,27,"3",3,"2",0.41,"1","1",8,7,"1"
"2617",1,9,24,27,"3",3,"2",-0.23,"1","1",5,5,"0"
"2618",1,10,24,28,"3",3,"2",0.3,"1","1",6,6,"0"
"2619",1,11,24,32,"3",3,"2",0.19,"1","1",7,7,"0"
"2620",1,12,24,28,"3",3,"2",-0.18,"1","1",7,6,"0"
"2621",1,13,24,23,"3",3,"2",-0.07,"1","1",7,6,"0"
"2622",1,14,24,26,"3",3,"2",0.57,"1","1",7,5,"0"
"2623",1,15,24,24,"3",3,"2",-0.05,"1","1",6,4,"0"
"2624",1,16,24,28,"3",3,"2",0.33,"1","1",7,6,"0"
"2625",1,17,24,42,"3",3,"2",-0.02,"1","1",5,5,"0"
"2626",1,18,24,30,"3",3,"2",-0.28,"1","1",7,7,"0"
"2627",1,19,24,31,"3",3,"2",-0.44,"1","1",5,7,"0"
"2628",1,20,24,29,"3",3,"2",0.17,"1","1",7,5,"0"
"2629",2,1,27,23,"1",2,"1",0.27,"3","1",10,1,"0"
"2630",2,2,27,26,"1",2,"1",0.41,"3","1",10,8,"1"
"2631",2,3,27,27,"1",2,"1",-0.03,"3","1",6,7,"0"
"2632",2,4,27,26,"1",2,"1",0.01,"3","1",6,7,"1"
"2633",2,5,27,24,"1",2,"1",0.07,"3","1",7,6,"0"
"2634",2,6,27,26,"1",2,"1",0.09,"3","1",9,7,"0"
"2635",2,7,27,25,"1",2,"1",0.6,"3","1",9,8,"0"
"2636",2,8,27,27,"1",2,"1",-0.21,"3","1",7,5,"0"
"2637",2,9,27,27,"1",2,"1",0.03,"3","1",5,7,"0"
"2638",2,10,27,28,"1",2,"1",0.22,"3","1",8,6,"0"
"2639",2,11,27,32,"1",2,"1",0.44,"3","1",8,7,"0"
"2640",2,12,27,28,"1",2,"1",-0.27,"3","1",8,8,"1"
"2641",2,13,27,23,"1",2,"1",-0.04,"3","1",7,7,"0"
"2642",2,14,27,26,"1",2,"1",-0.12,"3","1",7,8,"0"
"2643",2,15,27,24,"1",2,"1",0.26,"3","1",6,6,"0"
"2644",2,16,27,28,"1",2,"1",0.49,"3","1",7,9,"1"
"2645",2,17,27,42,"1",2,"1",-0.43,"3","1",5,8,"0"
"2646",2,18,27,30,"1",2,"1",0.17,"3","1",9,9,"0"
"2647",2,19,27,31,"1",2,"1",0.29,"3","1",5,7,"0"
"2648",2,20,27,29,"1",2,"1",-0.5,"3","1",7,7,"1"
"2649",3,1,25,23,"1",1,"1",0,"3","1",6,5,"1"
